Campus,Year,Session,Subject,Course,Detail,Section,Title,Professor,Reported,Avg,Median,Percentile (25),Percentile (75),High,Low,<50,50-54,55-59,60-63,64-67,68-71,72-75,76-79,80-84,85-89,90-100
UBCV,2022,W,JAPN,101,,99C,Beginning Japanese IB,Rebecca Fuk Hing Chau Choi;Nicholas Hall,23,72.1,75.0,67.0,80.5,92.0,30.0,,,,,,,,,,,
UBCV,2022,W,JAPN,101,,002,Beginning Japanese IB,Rebecca Fuk Hing Chau Choi;Misuzu Kazama,20,75.6,80.0,71.8,86.0,91.0,0.0,,,,,,,,,,6,
UBCV,2022,W,JAPN,101,,003,Beginning Japanese IB,Rebecca Fuk Hing Chau Choi;Haruyo Takahashi-Taucar,13,70.1,69.0,61.0,80.0,90.0,50.0,,,,,,,,,,,
UBCV,2022,W,JAPN,101,,004,Beginning Japanese IB,Rebecca Fuk Hing Chau Choi;Haruyo Takahashi-Taucar,10,77.1,77.5,73.5,81.0,86.0,67.0,,,,,,,,,,,
UBCV,2022,W,JAPN,101,,005,Beginning Japanese IB,Rebecca Fuk Hing Chau Choi;Nicholas Hall,9,73.6,77.0,71.0,84.0,88.0,50.0,,,,,,,,,,,
UBCV,2022,W,JAPN,101,,006,Beginning Japanese IB,Rebecca Fuk Hing Chau Choi;Nicholas Hall,12,74.9,80.0,67.0,83.0,85.0,55.0,,,,,,,,,,,
UBCV,2022,W,JAPN,101,,008,Beginning Japanese IB,Rebecca Fuk Hing Chau Choi;Noriyuki Kawada,24,77.0,77.5,71.8,84.0,90.0,58.0,,,,,,,6,,7,,
UBCV,2022,W,JAPN,101,,009,Beginning Japanese IB,Rebecca Fuk Hing Chau Choi;Yasuko Matsumoto,18,76.5,79.0,71.0,81.0,89.0,62.0,,,,,,,,,6,,
UBCV,2022,W,JAPN,101,,011,Beginning Japanese IB,Rebecca Fuk Hing Chau Choi;Haruyo Takahashi-Taucar,24,71.5,70.0,65.8,82.0,91.0,32.0,,,,,,6,,,,,
UBCV,2022,W,JAPN,101,,012,Beginning Japanese IB,Rebecca Fuk Hing Chau Choi;Haruyo Takahashi-Taucar,15,74.6,75.0,71.5,79.0,91.0,60.0,,,,,,,,,,,
UBCV,2022,W,JAPN,160,,002,Intensive Beginning Japanese I,Rebecca Fuk Hing Chau Choi;Noriyuki Kawada,17,77.8,77.0,72.0,83.0,89.0,67.0,,,,,,,,,,,
UBCV,2022,W,JAPN,200,,001,Beginning Japanese II A,Rebecca Fuk Hing Chau Choi;Yasuko Matsumoto,11,80.5,82.0,77.5,83.0,89.0,72.0,,,,,,,,,,,
UBCV,2022,W,JAPN,200,,002,Beginning Japanese II A,Rebecca Fuk Hing Chau Choi;Yasuko Matsumoto,22,78.5,78.0,75.3,83.0,90.0,66.0,,,,,,,,9,,,
UBCV,2022,W,JAPN,200,,004,Beginning Japanese II A,Rebecca Fuk Hing Chau Choi;Misuzu Kazama,26,76.4,79.0,71.5,83.8,91.0,47.0,,,,,,,,,6,,
UBCV,2022,W,JAPN,200,,005,Beginning Japanese II A,Rebecca Fuk Hing Chau Choi;Kaori Tanaka,27,78.7,81.0,74.0,85.5,93.0,55.0,,,,,,,,,,6,
UBCV,2022,W,JAPN,200,,006,Beginning Japanese II A,Rebecca Fuk Hing Chau Choi;Nicholas Hall,9,73.4,76.0,68.0,80.0,82.0,62.0,,,,,,,,,,,
UBCV,2022,W,JAPN,200,,007,Beginning Japanese II A,Rebecca Fuk Hing Chau Choi;Misuzu Kazama,33,74.5,76.0,72.0,82.0,95.0,39.0,,,,,,,7,7,8,,
UBCV,2022,W,JAPN,201,,001,Beginning Japanese II B,Rebecca Fuk Hing Chau Choi;Yasuko Matsumoto,9,69.2,70.0,64.0,80.0,87.0,39.0,,,,,,,,,,,
UBCV,2022,W,JAPN,201,,002,Beginning Japanese II B,Rebecca Fuk Hing Chau Choi;Yasuko Matsumoto,18,77.4,77.0,75.0,82.0,86.0,64.0,,,,,,,,6,,,
UBCV,2022,W,JAPN,201,,003,Beginning Japanese II B,Rebecca Fuk Hing Chau Choi;Misuzu Kazama,19,76.1,81.0,68.0,84.0,89.0,55.0,,,,,,,,,8,,
UBCV,2022,W,JAPN,201,,005,Beginning Japanese II B,Rebecca Fuk Hing Chau Choi;Kaori Tanaka,29,77.0,77.0,73.0,82.0,90.0,60.0,,,,,,,6,,7,,
UBCV,2022,W,JAPN,201,,007,Beginning Japanese II B,Rebecca Fuk Hing Chau Choi;Misuzu Kazama,31,74.5,75.0,67.5,81.5,90.0,47.0,,,,,,,,,8,,
UBCV,2022,W,JAPN,260,,002,Intensive Beginning Japanese II,Rebecca Fuk Hing Chau Choi;Noriyuki Kawada,25,73.7,77.0,68.0,81.0,91.0,45.0,,,,,,,,,,,
UBCV,2022,W,JAPN,320,,001,Intermediate Japanese I A,Rebecca Fuk Hing Chau Choi;Kyoko Hillman,19,75.3,76.0,70.0,81.0,85.0,60.0,,,,,,,,,7,,
UBCV,2022,W,JAPN,320,,003,Intermediate Japanese I A,Rebecca Fuk Hing Chau Choi;Masumi Abe El-Khoury,18,73.4,70.5,67.8,79.5,86.0,62.0,,,,,,,,,,,
UBCV,2022,W,JAPN,321,,001,Intermediate Japanese I B,Rebecca Fuk Hing Chau Choi;Masumi Abe El-Khoury,12,71.9,70.0,67.8,78.5,88.0,46.0,,,,,,,,,,,
UBCV,2022,W,JAPN,321,,002,Intermediate Japanese I B,Rebecca Fuk Hing Chau Choi;Saori Hoshi,17,77.6,80.0,74.0,81.0,88.0,63.0,,,,,,,,,6,,
UBCV,2022,W,JAPN,322,,001,Intermediate Japanese II A,Rebecca Fuk Hing Chau Choi;Kyoko Hillman,21,75.6,77.0,70.0,79.0,88.0,63.0,,,,,,,,7,,,
UBCV,2022,W,JAPN,323,,001,Intermediate Japanese II B,Rebecca Fuk Hing Chau Choi;Kyoko Hillman,15,74.7,74.0,66.5,81.0,89.0,64.0,,,,,,,,,,,
UBCV,2022,W,JAPN,360,,001,Intensive Intermediate Japanese I,Rebecca Fuk Hing Chau Choi;Ihhwa Kim,13,76.0,77.0,69.0,83.0,90.0,60.0,,,,,,,,,,,
UBCV,2022,W,JAPN,361,,001,Intensive Intermediate Japanese II,Rebecca Fuk Hing Chau Choi;Kyoko Hillman,12,76.3,78.5,68.5,83.0,90.0,61.0,,,,,,,,,,,
UBCV,2022,W,JAPN,400,,001,Advanced Modern Japanese: Reading and Writing I,Rebecca Fuk Hing Chau Choi;Michiko Suzuki,21,76.0,77.0,72.0,83.0,91.0,50.0,,,,,,,,,,,
UBCV,2022,W,JAPN,401,,001,Advanced Modern Japanese: Reading and Writing II,Rebecca Fuk Hing Chau Choi;Michiko Suzuki,15,74.7,74.0,66.5,81.0,91.0,60.0,,,,,,,,,,,
UBCV,2022,W,JAPN,422,,001,Classical Japanese I,Rebecca Fuk Hing Chau Choi;Joshua Scott Mostow,17,79.6,82.0,75.0,93.0,99.0,23.0,,,,,,,,,,,6
UBCV,2022,W,JAPN,424,,001,Japanese for Professional Life I,Rebecca Fuk Hing Chau Choi;Ihhwa Kim,14,75.1,77.5,73.0,78.8,84.0,61.0,,,,,,,,,,,
UBCV,2022,W,JAPN,452,,001,Readings in Modern Japanese Essays,Rebecca Fuk Hing Chau Choi;Ihhwa Kim,7,77.4,78.0,75.5,79.0,81.0,74.0,,,,,,,,,,,
UBCV,2022,W,JAPN,465,,001,Japanese Media and Translation,Rebecca Fuk Hing Chau Choi;Saori Hoshi;Ayaka Yoshimizu,15,74.6,78.0,72.5,80.0,82.0,57.0,,,,,,,,,6,,
